2536 0xe9e8 []	Etr P3 (CIE 2312) 97
2537 0xe9e9 []	Etr <one> (Bonfante 2002:76) 98
2538 0xe9ea []	Etr <five> (Bonfante 2002:76) 99
2539 0xe9eb []	Etr .S.  (0) (Bonfante 2002:78) 100
2540 0xe9ec []	Etr Samech  (0) (Bonfante 2002:78) 101
2541 0xe9ed []	Etr <hundred>1 (Bonfante 2002:76) 102
2542 0xe9ee []	Etr <hundred>2 (Bonfante 2002:76) 103
2543 0xe9ef []	Etr <thousand?> (Bonfante 2002:76) 104
2544 0xe9f0 []	Etr <ten thousand?> (Bonfante 2002:76) 105
2545 0xe9f1 []	
2546 0xe9f2 []	EtrVen B3 (Prosdocimi 1976:209 Fig. 2) 106
2547 0xe9f3 []	EtrVen D3 (Prosdocimi 1976:209 Fig. 2) 107
2548 0xe9f4 []	EtrVen O4 (Prosdocimi 1976:217) 108
2549 0xe9f5 []	LepCam ?1 (Morandi 1998:107) 246
2550 0xe9f6 []	LepBrem ?1 (Casini et al. 2014:182; Casini & Motta 2011:465) 247
2551 0xe9f7 []	Run F1 sin
2552 0xe9f8 []	Run F1 dex
2553 0xe9f9 []	Run F2 sin
2554 0xe9fa []	Run F2 dex
2555 0xe9fb []	Run U1  [= Lep U3 = Raet U1]
2556 0xe9fc []	Run U2 sin [= Lep U10 sin = Raet U5 sin]
2557 0xe9fd []	Run U2 dex [= Lep U10 dex = Raet U5 dex]
2558 0xe9fe []	Run U3 sin
2559 0xe9ff []	Run U3 dex

2560 0xea00 []	Run U4 dex  [= Lep U9 dex = Raet U3 dex]
2561 0xea01 []	Run Þ1 sin  [= Lep R2 sin]
2562 0xea02 []	Run Þ1 dex  [= Lep R2 dex (0)]
2563 0xea03 []	Run Þ2 sin
2564 0xea04 []	Run Þ2 dex
2565 0xea05 []	Run A1 sin  [Lep A1 sin = Lep V1 sin = Raet V1 sin]
2566 0xea06 []	Run A1 dex  [Lep A1 dex = Lep V1 dex = Raet V1 dex
2567 0xea07 []	Run A2 sin
2568 0xea08 []	Run A2 dex
2569 0xea09 []	Run R1 sin  [= Lat R1 sin]
2570 0xea0a []	Run R1 dex  [= Lat R1 dex]
2571 0xea0b []	Run R2 sin
2572 0xea0c []	Run R2 dex
2573 0xea0d []	Run R3 sin
2574 0xea0e []	Run R3 dex
2575 0xea0f []	Run R4 sin
2576 0xea10 []	Run R4 dex
2577 0xea11 []	Run R5 sin
2578 0xea12 []	Run R5 dex (aus svg gelöscht)
2579 0xea13 []	Run R5 dex
2580 0xea14 []	Run R6 sin
2581 0xea15 []	Run R6 dex
2582 0xea16 []	Run K1 sin  [Etr C2 = Lep U11 sin]
2583 0xea17 []	Run K1 dex  [Etr C2 = Lep U11 dex]
2584 0xea18 []	Run K2
2585 0xea19 []	Run K3
2586 0xea1a []	Run K4  [= Lep X3]
2587 0xea1b []	Run K5 sin  [= Lep T5 sin = Lep U6 sin = EtrVen San3]
2588 0xea1c []	Run K5 dex  [= Lep T5 dex = Lep U6 dex]
2589 0xea1d []	Run K6 sin  [=Etr C3 = Lat C sin]
2590 0xea1e []	Run K6 dex  [= Lat C sin]
2591 0xea1f []	Run K7

2592 0xea20 []	Run K8  [= Lep X2]
2593 0xea21 []	Run G1  [= Raet Θ1 = Lep T1]
2594 0xea22 []	Run W1 sin  [=Raet P1 sin]
2595 0xea23 []	Run W1 dex  [=Raet P1 dex]
2596 0xea24 []	Run W2 sin  [= Lat P1 sin]
2597 0xea25 []	Run W2 dex  [= Lat P1 dex]
2598 0xea26 []	Run H1 sin/dex  [= Raet H1 sin]
2599 0xea27 []	Run H2 sin/dex  [= Raet H1 dex]
2600 0xea28 []	Run H3 sin/dex  [= Raet H2 sin]
2601 0xea29 []	Run H4 sin/dex  [= Raet H2 dex]
2602 0xea2a []	Run H5  [= Lat H1]
2603 0xea2b []	Run N1 sin/dex  [= Raet T2 dex]
2604 0xea2c []	Run N2 sin/dex  [= Raet T2 sin]
2605 0xea2d []	Run N3 sin
2606 0xea2e []	Run N3 dex
2607 0xea2f []	  Run I1  [= Raet I1 = Lep I1 = Etr I1 = Lat I1]
2608 0xea30 []	Run J1
2609 0xea31 []	Run J2
2610 0xea32 []	Run J3
2611 0xea33 []	Run J4
2612 0xea34 []	Run J5
2613 0xea35 []	Run J6 sin/dex
2614 0xea36 []	Run J7
2615 0xea37 []	Run ɨ1 sin/dex
2616 0xea38 []	Run ɨ2 sin/dex
2617 0xea39 []	Run P1 sin
2618 0xea3a []	Run P1 dex
2619 0xea3b []	Run P2 sin  [= Lep V3 sin]
2620 0xea3c []	Run P2 dex  [= Lep V3 dex]
2621 0xea3d []	Run P3 sin  [= Raet P1 sin = Run W1 sin] (0)
2622 0xea3e []	Run P3 dex  [= Raet P1 dex = Run W1 dex]
2623 0xea3f []	Run P4

2624 0xea40 []	Run P5
2625 0xea41 []	Run P6  [= Run B1 sin]
2626 0xea42 []	Run Z1  [= Lep X4 = Raet X1]
2627 0xea43 []	Run Z2  [= Raet X2]
2628 0xea44 []	Run Z3
2629 0xea45 []	Run S1 sin/dex  [= Lep S1 sin = Raet S1 dex]
2630 0xea46 []	Run S2 sin/dex  [= Lep S1 dex = Raet S1 sin]
2631 0xea47 []	Run S3 sin/dex  [= Lep S2 sin = Raet S2 dex]
2632 0xea48 []	Run S4 sin/dex  [= Lep S2 dex = Raet S2 sin]
2633 0xea49 []	Run S5 sin/dex  [= Lep S3 sin]
2634 0xea4a []	Run S6 sin/dex  [= Lep S4 sin]
2635 0xea4b []	Run S7 sin/dex
2636 0xea4c []	Run S8 sin/dex  1
2637 0xea4d []	Run T1  [= Lep. T6 = Raet Þ3]
2638 0xea4e []	Run T2  [= Lep T2]
2639 0xea4f []	Run B1 sin  [= Run P6 = Run Þ2 sin]
2640 0xea50 []	Run B1 dex  [= Run Þ2 dex]
2641 0xea51 []	Run B2
2642 0xea52 []	Run B3 sin
2643 0xea53 []	Run B3 dex
2644 0xea54 []	Run B4 sin
2645 0xea55 []	Run B4 dex
2646 0xea56 []	Run B5 sin
2647 0xea57 []	Run B5 dex
2648 0xea58 []	Run E1
2649 0xea59 []	Run E2  [= Lat M1 = Lep M5]
2650 0xea5a []	Run E3  [Lep E7  = Lat. E2 = EtrVen J1]
2651 0xea5b []	Run E4
2652 0xea5c []	Run E5
2653 0xea5d []	Run M1  [Lep San6 = Raet San2]
2654 0xea5e []	Run M2  [= Lat M1 = Lep M5]
2655 0xea5f []	Run M3

2656 0xea60 []	Run L1 sin  [= Lep L2 sin  = Raet L1 sin = Raet P2 sin = Lep P1 sin = Run L2 dex = Raet T3 dex]
2657 0xea61 []	Run L1 dex =  [Lep L2 dex  = Raet L1 dex = Raet P2 sin = Lep P1 sin =  Run L2 sin = Raet T3 sin]
2658 0xea62 []	Run L2 sin  [= Run L1 dex = Lep L2 dex  = Raet L1 dex = Raet P2 sin = Lep P1 sin = Run L1 dex = Run L2 sin]
2659 0xea63 []	Run L2 dex  [= Run L1 sin  = Lep L2 sin  = Raet L1 sin = Raet P2 sin = Lep P1 sin = Run L2 dex = Raet T3 dex]
2660 0xea64 []	Run L3 sin
2661 0xea65 []	Run L3 dex
2662 0xea66 []	Run ŋ1  [= Raet Φ1]
2663 0xea67 []	Run ŋ2
2664 0xea68 []	Run ŋ3
2665 0xea69 []	Run ŋ4
2666 0xea6a []	Run D1  [= Lep Ð1]
2667 0xea6b []	Run D2  [= Lep San6 = Raet San2 = Run M1]
2668 0xea6c []	Run D3
2669 0xea6d []	Run D4
2670 0xea6e []	Run O1  [= Lep O9]
2671 0xea6f []	Run O2  [= Lep O8]
2672 0xea70 []	Run O3
2673 0xea71 []	Run O4
2674 0xea72 []	Run N4 sin/dex  [= Raet L4 sin  (0) = LepCam N? (0, FdN)
2675 0xea73 []	Run I2  [= Raet I2]
2676 0xea74 []	Run J8 sin/dex
2677 0xea75 []	Run <1?> (Peo 2019)
2678 0xea76 []	All <divider> 1p
2679 0xea77 []	All <divider> 2p
2680 0xea78 []	All <divider> 3p
2681 0xea79 []	All <divider> 4p
2682 0xea7a []	All <divider> 5p
2683 0xea7b []	Run K9  (Page 1987:38)
2684 0xea7c []	Lep R4 sin  [= Run R1 sin]
2685 0xea7d []	Lep R4 dex  [= Run R1 dex]
2686 0xea7e []
2687 0xea7f []

2688 0xea80 []	EtrLem Ž1 dex  (de Simone 1996)  [= Run ɨ2 sin/dex] 109
2689 0xea81 []	EtrLem Ž1 sin  (de Simone 1996)  [= Run ɨ1 sin/dex] 110
2690 0xea82 []	EtrLem Ž2 sin  (de Simone 1996) 111
2691 0xea83 []	EtrLem Ž3 sin  (de Simone 1996) 112
2692 0xea84 []	EtrLem dʒ1  (de Simone 1996)  [= Run Z] 113
2693 0xea85 []	EtrVen X5  (Pellegrini & Prosdocimi 1967:438, Od 4)
2694 0xea86 []	EtrVen ?1  (Pellegrini & Prosdocimi 1967:623, Gt 13)  [= EtrLem Z = Run]
2695 0xea87 []	Etr P4  (Aprile 1979: Fig. 25)  [= Lep V3 = Run P sin]
2696 0xea88 []	Etr EI1  (Pellegrini & Prosdocimi 1967:639)  [= Lat EI1]
2697 0xea89 []	Etr A1 dex  [= Lep A14 dex]
2698 0xea8a []	Etr A2 dex (Buffa 5)  [= Lep A24 dex = Raet A11 dex]
2699 0xea8b []	Etr A3 sin (Buffa 6)  [= Lep A22 sin = Raet A1 sin]
2700 0xea8c []	Etr A6 dex (Buffa 226)
2701 0xea8d []	Etr C1 dex
2702 0xea8e []	Etr C2 dex  [= Lep U11 dex = Run K1]
2703 0xea8f []	Etr C3 dex  [Lat C dex]
2704 0xea90 []	Etr E1 dex  [=Lep E1 dex = Raet E1 dex]
2705 0xea91 []	Etr E2 dex (Buffa 3)
2706 0xea92 []	Etr V1 dex  [= Raet V1 dex = Lep V1 dex]
2707 0xea93 []	Etr V2 dex  [= Raet V2 dex]
2708 0xea94 []	Etr Z2 dex
2709 0xea95 []	Etr Z3 dex (ab 4. Jh.)
2710 0xea96 []	Etr H1 dex (bis 4. Jh.)
2711 0xea97 []	Etr H3 dex (ab 4. Jh.)
2712 0xea98 []	Etr H4 dex (ab 4. Jh.)
2713 0xea99 []	Etr K1 dex [= Lep K1 dex = Raet K1 dex]			
2714 0xea9a []	Etr K2 dex (Buffa 4)  [= Lep K2 dex]
2715 0xea9b []	Etr L1 dex [= Lep L1 dex = Raet L2 dex]
2716 0xea9c []	Etr M1 dex [= Lep M1 dex]
2717 0xea9d []	Etr N1 dex [= Lep N1 dex = Raet N1 dex]
2718 0xea9e []	Etr N2 dex (Buffa 163)  [= Lep N4 dex]
2719 0xea9f []	Etr P1 dex [= Lep P1 dex....]

2720 0xeaa0 []	Etr R1 dex [= Raet P1 dex]
2721 0xeaa1 []	Etr R2 dex (bis 4. Jh.)  [= Lep Q1 dex]
2722 0xeaa2 []	Etr R3 dex (ab 4. Jh.)  [= Lep R1 dex]
2723 0xeaa3 []	Etr R4 dex (Mäder 2020)  [=Lep R3 dex = Ven]
2724 0xeaa4 []	Etr R5 dex (Mäder 2019)
2725 0xeaa5 []	Etr S1 dex (bis 4. Jh.)  [Lep S1 sin = Raet S1 dex]
2726 0xeaa6 []	Etr S4 dex (Buffa 6) (ab 4. Jh.)
2727 0xeaa7 []	Etr T2 dex (ab 4. Jh.) [= Lep T5 sin]
2728 0xeaa8 []	Etr T3 dex (ab 4. Jh.) [= Raet T1 dex]
2729 0xeaa9 []	Etr T4 dex
2730 0xeaaa []	Etr T5 dex (Buffa 163)  [= Raet T2 sin]
2731 0xeaab []	EtrVen A7 dex
2732 0xeaac []	EtrVen D1 dex
2733 0xeaad []	EtrVen D2 dex
2734 0xeaae []	EtrVen H7 dex
2735 0xeaaf []	EtrVen J2 dex  [= Lep K2 sin = Etr Kx dex]
2736 0xeab0 []	EtrVen J3 dex  [= Etr C2 = Lep U11 sin = Run K1]
2737 0xeab1 []	EtrVen J4 dex
2738 0xeab2 []	EtrVen L2 dex  [= ...
2739 0xeab3 []	EtrVen L3 dex  [= ...
2740 0xeab4 []	EtrVen L4 dex  [= LatGraff L1 dex]
2741 0xeab5 []	EtrVen M2 dex [= Lep M4 dex = Raet M1 dex]
2742 0xeab6 []	EtrVen San2 dex
2743 0xeab7 []	EtrVen F6 dex
2744 0xeab8 []	Etr P3 dex (CIE 2312)
2745 0xeab9 []	EtrVen O4 dex (Prosdocimi 1976:217)
2746 0xeaba []	EtrLem Ž2 dex  (de Simone 1996)
2747 0xeabb []	EtrLem Ž3 dex  (de Simone 1996)
2748 0xeabc []	EtrVen ?1 dex  (Pellegrini & Prosdocimi 1967:623, Gt 13) [= EtrLem Z = Run]
2749 0xeabd []	Etr P4 dex (Aprile 1979: Fig. 25)  [= Lep V3 = Run P dex]
2750 0xeabe []	Etr Φ1 (Pallottino 1960:480) 
2751 0xeabf []	EtrVen H8 sin (Prosdocimi & Scardigli 1976:183)

2752 0xeac0 []	EtrVen H8 dex (0) (Prosdocimi & Scardigli 1976:183)
2753 0xeac1 []	Etr P5 sin (Cristofani 1995:Tav XX, L3, S9)
2754 0xeac2 []	Etr P5 dex (Cristofani 1995:Tav XX, L3, S9)
2755 0xeac3 []	Etr Samech1
2756 0xeac4 []	Etr M2 sin
2757 0xeac5 []	Etr M2 dex
2758 0xeac6 []
2759 0xeac7 []
2760 0xeac8 []
2761 0xeac9 []
2762 0xeaca []
2763 0xeacb []
2764 0xeacc []
2765 0xeacd []
2766 0xeace []
2767 0xeacf []
2768 0xead0 []
2769 0xead1 []
2770 0xead2 []
2771 0xead3 []
2772 0xead4 []
2773 0xead5 []
2774 0xead6 []
2775 0xead7 []
2776 0xead8 []
2777 0xead9 []
2778 0xeada []
2779 0xeadb []
2780 0xeadc []
2781 0xeadd []
2782 0xeade []
2783 0xeadf []

2784 0xeae0 []	LepCam E11 (Morandi 1998:118; 122)
2785 0xeae1 []	LepCam P7 dex (FdN)
2786 0xeae2 []	LepCam N12 sin (Morandi 1998:107)
2787 0xeae3 []	LepCam N12 dex (0, Morandi 1998:107)
2788 0xeae4 []	LepCam N13 sin (Morandi 1998:109)
2789 0xeae5 []	LepCam N13 dex (Morandi 1998:109)
